"id","shipweight","price","modelno","title","brand","dimensions"
"138","9.9","198","NSZ-GT1","Sony NSZ-GT1 Internet TV and Blu-ray Disc Player Powered by Google TV","Sony","13.0 x 9.8 x 2.3 inches"
"144","1.8","22","VNCI116BLACK","Case Logic 16  Value Laptop Briefcase Black","Case Logic","17.7 x 13.1 x 4.0 inches"
"145","1.04","47.99","133827","Case Logic Medium SLR Camera Bag","Case Logic","12.0 x 9.5 x 5.0 inches"
"147","3","237.99","RLM30-L520-1","Middle Atlantic 30 Amp Stand-Alone MPR Module","Middle Atlantic",
"149","0.1","10.88","43347","Imation 43347 DDS-2 Data Cartridge","Imation","2.93 x 2.25 x 0.68 inches"
"155","3","39.99","144952","Sumdex SLR Camera Sling Pack","Sumdex","15.75 x 9.5 x 6.75 inches"
"157","13","129.94","CMP32","Quartet Total Erase 3-Month Modular Planning System Aluminum Frame 36","Quartet",
"164","1.1","99.99","DAP1350","D-Link DAP-1350 Wireless-N Pocket Router and Access Point","D-Link","9.0 x 6.0 x 3.1 inches"
"167","1","39.99","MDREX57LP/BLK","Sony Premium EX Earbuds MDREX57LP BLK","Sony","7.0 x 2.5 x 1.5 inches"
"168","0.5","14.09","IPM-TAB1","Arkon iPad Desktop and Travel Stand","Arkon","8.0 x 6.0 x 2.0 inches"
"173","1","41.75","9006-00-00F","Zoom Telephonics 9006-00-00F Wireless Keyboard with TouchPad","Zoom","13.5 x 5.0 x 1.25 inches"
"178","2.01","36.88","HAS160S","JVC FLATS Lightweight Folding Headphones Silver","JVC","8.75 x 6.25 x 1.3 inches"
"179","0.02","52.99","CCS59224","Compucessory Compucessory Foldable Noise Canceling Headphones Black","Compucessory",
"181","9","16.88","90805","Amzer 10  Neoprene Reversible Sleeve Carry Case Ebony Black Sea Green","AMZER","14.0 x 11.0 x 8.0 inches"
"182","0.72","55.88","THZ053US","Targus Zierra Case for BlackBerry Playbook Tablet Black","Targus","8.27 x 6.09 x 1.17 inches"
"184",,"29.99","FVA4450","Los Angeles Dodgers Pink iPhone 4 Hard Case","Tribeca",
"192","9.84","69.88","S041595","Epson S041595 Photographic Papers","Epson","23.18 x 5.4 x 5.4 inches"
"199","0.2","33","TRSCIPADBREN","Simplism Silicone Case Set iPad Brown","Simplism","12.0 x 12.0 x 9.0 inches"
"202","8","78","655CK","Boss MP3 CD Receiver Speaker Package System","Boss","7.2 x 6.2 x 2.0 inches"
"205","0.6","29.88","1904V566","Cleaning Cards for Canon CR-Series Check Scanners","Canon","9.5 x 6.0 x 2.5 inches"
"211","0.327","7.62","2160","Avery Laser Inkjet Mailing Labels Mini-Sheet 1 x 2-5 8 White 200 Pack","Avery",
"215","0.95","99.82","HDPXT1TU2B","Buffalo Technology MiniStation Metro 1 TB USB 2.0 Portable External Hard Drive with Integrated Flex Cable Encryption and TurboPC HD-PXT1TU2 B Black","Buffalo Technology","8.8 x 6.1 x 1.9 inches"
"217","1.4","77.21","27860","Imation 32GB Pocket Flash Drive","Imation","10.9 x 5.4 x 4.0 inches"
"218","0.12","24.99","GB01967","Griffin Technology Outfit Gloss iPod touch 4G Black","Griffin Technology","6.89 x 4.13 x 0.79 inches"
"219","0.5","20","D5D-00052","Microsoft Wireless Mobile Mouse 4000 SGKomen Pink","Microsoft","8.0 x 5.63 x 2.76 inches"
"221","0.65","18.98","TGK-FR300","Targus Red TGK-FR300 Digital Camera Starter Kit","Targus","9.0 x 6.75 x 2.75 inches"
"225","0.45","11.88","PCM-2240-03","Cables Unlimited 3 SVGA Video Cable HDB15 Male to Male With 3.5mm Audio","Cables Unlimited","7.5 x 5.5 x 0.5 inches"
"227","25","4.29","4BR","SOLO Cup Company 4 Ounce Paper Water Cups 200ct","SOLO","20.1 x 15.1 x 12.9 inches"
"229","5","372.88","PTK640","Wacom PTK640 Intuos4 Medium Pen Graphics Tablet","Wacom Tech Corp.","14.5 x 10.0 x 0.5 inches"
"235","0.517","5.88","11907","Avery Worksaver Big Tab Plastic Dividers Two Slash Pockets Eight-Tab Assorted","Avery",
"239","2.25","129","WNDR37AV-100NAS","NETGEAR Wireless Router for Video and Gaming","NETGEAR","11.25 x 10.0 x 2.0 inches"
"253","1","43.88","RP-HJE450-W","Panasonic ErgoFit Inner Ear Headphones White RP-HJE450-W","Panasonic","6.7 x 2.9 x 1.1 inches"
"254","6.6","29.88","TFLG500GP4DM","Tracfone LG 500G P4 DM PDA","Tracfone","10.2 x 7.1 x 1.3 inches"
"255","4.5","85","GCS1734","IOGear MiniView Extreme Multimedia KVM and Peripheral Sharing Switch","IOGEAR","13.0 x 8.75 x 4.25 inches"
"256","1.6","17.88","750","CyberPower 1250 Joules 7 Outlet Surge Protector","CyberPower","14.5 x 7.0 x 2.0 inches"
"257","1.64","15.99","56352","Case Logic 48 Capacity Heavy Duty CD Wallet","Case Logic","11.81 x 6.89 x 1.97 inches"
"258","0.36","14.88","56320","Motorola Ear-Piece With Boom Microphone","Motorola","11.0 x 8.0 x 1.5 inches"
"259","1.35","79.82","910-001152","Logitech G9x Black Tilt Wheel USB Wired Laser Gaming Mouse","Logitech","8.5 x 8.0 x 3.0 inches"
"260","0.065","14","52102001","Oki 52102001 Ribbon Black","OKI",
"261","8.4","244.84","108R00645","Xerox 108R00645 Imaging Unit For Phaser 6300 and 6350 Printer","XEROX","15.0 x 12.25 x 8.0 inches"
"262","15","755","241119","Draper Cineflex Ultimate Folding Replacement Surface Portable Screen - 9 x 12 NTSC Format","Draper",
"263","88","1195","241102","Draper Cineflex Ultimate Folding Portable Screen with Heavy-Duty Legs - 133 diagonal HDTV Format","Draper",
"264","1.95","21.94","25001","Rubbermaid Rotary Desk Organizer w Supplies Black","Rubbermaid",
"265","0.1","9","ALC-F62A","Sony 62mm Front Lens Cap","Sony","3.0 x 2.8 x 0.1 inches"
"266","0.75","78.98","34945","Iomega eGo 500GB Helium Portable Hard Drive","Iomega","7.1 x 5.2 x 2.3 inches"
"267","0.543","6.54","PF8","Southworth 10pk Certificate Holder Navy","Southworth",
"268","44","614.99","3SKB-X3426-16","SKB Cases RX Series Rugged Roto-X Shipping Foot Locker Case 18 1 2 H x 36 W x 28 D outside","SKB Cases","34.0 x 26.0 x 16.0 inches"
"269","9.13","320","Aria","AT T - HTC Aria Smartphone Price with New 2-yr Contract","AT T","9.57 x 6.1 x 2.75 inches"
"270","4.625","11.52","75537","Avery Economy Weight Sheet Protectors 100ct","Avery","12.0 x 9.813 x 1.0 inches"
"271","0.7","9.46","48363","Avery Eco Shipping Labels White 250-Count","Avery","12.062 x 9.439 x 0.031 inches"
"272","0.05","3.54","16143","Avery Write-On Tabs 1.75 48-Count","Avery","7.25 x 3.0 x 0.3 inches"
"273","0.75","2.98","C6M-5-GYB","Link Depot 5 Ethernet Enhanced CAT6 Networking Cable Gray","Link Depot","12.0 x 7.5 x 0.5 inches"
"274","0.072","17.47","45018","DYMO D1 Standard Tape Cartridge for Dymo Label Makers 3 8in x 23ft Red on White","Dymo",
"275","5.274","10.97","21118","Ampad Evidence Glue Top Narrow Ruled Pads Ltr 50-Sheet Pads Pack Dozen","Ampad",
"276","1.84","97.15","VGPBKB1","Sony VGP-BKB1 Bluetooth Wireless Keyboard","Sony","19.0 x 5.5 x 2.0 inches"
"277","0.5","68.88","EPSDHC/32GB-4","ACP-EP Memory 32GB Class 4 SDHC Card","EP Memory","6.4 x 3.25 x 0.6 inches"
"278","124","2595","89939","Da-Lite HC Cinema Vision Tensioned Advantage Electrol - AV Format 8 x 8 diagonal","Da-Lite",
"279","16","279","501594","Archos 10.1  Touchscreen EntertainmentTablet and eBook Reader with Google Android OS","Archos","11.8 x 9.7 x 2.0 inches"
"280","181","4612.99","35199","Da-Lite Da-Tex Rear Tensioned Advantage Electrol - HDTV Format 184 diagonal","Da-Lite",
"281","0.55","29.95","JELPAD-BK","Nextware Jellybean Case for iPad Black","Nextware","10.5 x 8.0 x 0.7 inches"
"282","4.5","39","19457","PC Treasures 15.6  Laptop Kit Black","PC Treasures","18.5 x 12.75 x 3.5 inches"
"283","0.9","18.9","FVA3615","Tribeca Varsity Jacket Silicone Case for iPod Touch University of Florida","Tribeca","7.75 x 4.0 x 0.75 inches"
"284","0.88","79.82","XAV5001100NAS","NETGEAR Powerline AV 500 Adapter","NETGEAR","7.3 x 4.7 x 3.2 inches"
"285","12","262.2","SC-F84W4:3","Mustang 84 Fixed Screen High Contrast in White","Mustang",
"286","0.1","16.99","IPAD01-BLK","Motion Systems IPAD01 Charlie iPad Sleeve Black","MOTION SYSTEMS","11.0 x 10.5 x 1.0 inches"
"287","2.17","178","MID8024-4G","Coby Kyros MID8024 8.1  Color Touchscreen Tablet PC","Coby","8.11 x 6.22 x 0.55 inches"
"288","2.85","15.88","JU-SA0D12-S1","SIIG Hi-Speed USB 2.0 eSATA Enclosure for 2.5  SATA Hard Disks","SIIG","10.2 x 7.6 x 5.4 inches"
"289","1.114","11.94","DS520","Scotch Desktop Tape Dispenser Clear Black","Scotch",
"290","1","29.99","TR-SHCSIPD2-WT/EN","Semi Hard Case Set for iPad 2 White","Simplism","11.5 x 9.4 x 1.1 inches"
"291","0.12","7.82","F8E648","Belkin Mini CD Drive Cleaning Kit","Belkin","8.0 x 6.0 x 1.25 inches"
"292",,"11.99","120579","Case Logic Universal MP3 Sport Case- Medium","Case Logic","4.0 x 3.5 x 0.75 inches"
"293","0.25","8","CV121","Coby Deep Base Stereo Headphones CV121","Coby","9.76 x 7.09 x 3.03 inches"
"294","0.5","16.82","JU-MR0012-S1","SIIG USB 2.0 Bay Media Card Reader","SIIG","8.75 x 6.75 x 2.0 inches"
"295","0.83","17.59","117505","Case Logic 14.1  Laptop Sleeve","Case Logic","15.0 x 11.25 x 1.75 inches"
"296","0.54","8.88","F8N132-BLK","Belkin 10.2  Netbook Neoprene Sleeve - Black","Belkin","11.22 x 8.07 x 1.57 inches"
"297","1.13","24.84","GAMECOM 367","Plantronics GameCom 367 Closed-Ear Gaming Headset","Plantronics","12.0 x 9.625 x 4.813 inches"
"298","1.2","330","Focus","AT  Touch Screen Price with New 2-yr Contract","AT T","3.9 x 2.4 x 0.7 inches"
"299","2.15","25.84","APB-00001","Microsoft APB-00001 Wired Desktop 600 Keyboard and Mouse","Microsoft","21.7 x 7.0 x 1.9 inches"
"300","24","352.99","230124","Draper Glass Beaded Traveller Portable Screen - 73 diagonal HDTV Format","Draper",
"301","900","70416.5","127152","Draper DiamondScreen Rear Projection Screen with No Frame - 190 diagonal NTSC Format","Draper",
"302","12.75","222.29",,"Quartet ShowIt Three-Panel Display System Fabric Blue Gray Black PVC Frame","Quartet",
"303","0.31","9.84","8521","Inland Pro iPhone and iPod 3-in-1 Charging Kit","Inland","9.3 x 5.8 x 2.3 inches"
"304","1","7.95","11384","Endust 10 oz Air Duster with Bitterant","Endust","8.5 x 2.5 x 2.5 inches"
"305","0.3","4.88","V7N3C5E-10F-BLUS","V7 10 CAT5e Snagless Network Patch Cable Blue","V7","10.0 x 8.0 x 1.0 inches"
"306",,"43",,"Boss Audio CH6CK - CHAOS EXTREME 350 Watt 6.5  Component Car Speakers - PAIR","Boss",
"307","21.05","249","EA221WM-BK","NEC 22  LCD Monitor Black EA221WM-BK","NEC","23.0 x 19.5 x 10.75 inches"
"308","0.8","2.98","C6M-7-RDB","Link Depot 7 Ethernet Enhanced CAT6 Networking Cable Red","Link Depot","12.0 x 7.5 x 0.5 inches"
"309","1.6","31.51","41U5254","Lenovo Performance Back Pack","Lenovo","18.3 x 14.5 x 4.5 inches"
"310","0.9","29","C270H","Logitech USB Webcam C270H","Logitech","8.251 x 6.0 x 3.251 inches"
"311","2.167","25.97","253100BK","Rubbermaid Commercial Lobby Pro Upright Black Polypropylene With Vinyl Coat Dustpan With Wheels","Rubbermaid Commercial","28.8 x 12.8 x 5.2 inches"
"312","1.2","40.33","UGT-IS602R","Vantec 2 1 SATA 6G And PATA PCI-E Combo Host Card w RAID","Vantec","8.0 x 6.0 x 2.0 inches"
"313","1.1","24.88","VD-VS2P","Sabrent 2-Port VGA High Resolution Video Splitter","Sabrent","10.0 x 8.0 x 2.8 inches"
"314","41","337.49","FEL40912","Fellowes Mfg. Co. Wire Mail Cart 150-Folder Capacity 18 x 38-1 2 x 39-1 4 Chrome Plated","Fellowes","39.25 x 38.5 x 18.0 inches"
"316","1.2","15.94","SC-OLM","Vivitar Universal Battery Charger for Olympus Batteries","Vivitar","8.25 x 6.2 x 2.25 inches"
"317","0.6","40.88","CE-MT0E12-S1","SIIG Headrest iPad Car Mount","SIIG","10.4 x 7.0 x 3.1 inches"
"318",,"0","52083","GE 8  Cable Ties Clear","General Electric","8.22 x 0.88 x 0.66 inches"
"319","12.32","214","DVR670","Toshiba DVR670 DVD VHS Recorder with Built-in Tuner","Toshiba","17.13 x 10.55 x 3.92 inches"
"320",,"29.99","FVA4549","St. Louis Cardinals iPod Touch 4G Hard Case","Tribeca",
"321","0.94","34.79","AVP-H1","Midland AVP-H1 Motorcycle Microphone Speakers for GMRS FRS Radios","Midland","12.0 x 8.0 x 1.0 inches"
"322","1.16","15.99","59253","Case Logic 72 Capacity Heavy Duty CD Wallet","Case Logic","12.24 x 6.89 x 2.56 inches"
"323","1.45","34.99","GS108B","ZyXEL Desktop Gigabit Switch GS-108B","ZyXEL","9.85 x 6.0 x 2.05 inches"
"324","0.2","72.82","TWIN2X4096-6400C5C","CORSAIR XMS2 2GB 2 X 1GB PC2-6400 800MHz 240-pin DDR2 CL5 Dual Channel Desktop Memory Kit - TWIN2X4096-6400C5C","Corsair","8.25 x 6.0 x 1.5 inches"
"325","0.18","19","NBC118","Blue Crane NBC118 Introduction to the Canon XS 1000D andXSi 450D DVD","Norazza","7.5 x 5.375 x 0.625 inches"
"326","0.35","32.88","ST122LE","StarTech.com ST122LE 2 Port VGA Video Splitter Cable - USB Powered","StarTech","8.55 x 4.5 x 0.225 inches"
"327","15","47.84","40184","Da-Lite 40184 Model B Manual Wall and Ceiling Projection Screen","Da-Lite","61.875 x 4.5 x 4.275 inches"
"328","2.85","67.09","UR-12-KIT","Connectpro UR-12-KIT Master-IT USB UR-12 KVM Switch","Connectpro","4.9 x 2.7 x 1.6 inches"
"329","1.4","10.88","95097","Verbatim 95097 16x DVD R Media","Verbatim","5.13 x 4.59 x 1.98 inches"
"330","0.25","24.34","IDR355MD","Scosche Increased Dynamic Range Chameleon Earphones IDR355MD","Scosche","6.0 x 5.0 x 2.0 inches"
"331","58","618","116300","Draper Matte White Targa Electric Screen  - HDTV 92 diagonal","Draper",
"332","35","665.99","205021","Draper Glass Beaded Apex Manual Screen - 6 diagonal NTSC Format","Draper",
"333","0.035","7.5",,"Pilot BeGreen B2P Roller Ball Retractable Gel Ink Pen Red 5 count",,
"334","1.74","39.82","LXT385VP3","Midland 2-Pack 22-Channel Camo LXT385VP3 GMRS Radio","Midland","10.75 x 9.25 x 3.4 inches"
"335","3","69.99","1001LWX","Midland 40-Channel Mobile CB Radio with Weather Scan Technology","Midland","9.6 x 9.2 x 2.5 inches"
"337","0.959","68.35","D3010","Innovera D3010 Black Compatible High-Yield Toner Print Cartridge","INNOVERA",
"338",,"768",,"Dell Switch Black 15.6  Inspiron i15R-5673DBK Laptop PC with Intel Core i5-2410M Processor Windows 7 Home Premium with Bonus Your Choice Color Pattern Lid Bundle","Dell",
"339","0.1","12.88","SDCZ36Z008GAW11P","Sandisk 8GB Cruzer USB Flash Drive Pink","SanDisk","7.0 x 5.0 x 0.4 inches"
"340","1.5","9.84","BH-SKTHFS/2G","Birdhouse Tony Hawk 2GB Full Skull SkateDrive USB Flash Drive","EP Memory","6.25 x 3.25 x 1.5 inches"
"341","1.5","16.84","FLIP-SKATEB/8G","Action Sport Drives 8GB Flip USB Skate Drive Logo","EP Memory","6.25 x 3.25 x 1.5 inches"
"342","0.3","4.88","V7N2C6-05F-REDS","V7 5 CAT6 Snagless Molded Network Patch Cable Red","V7","10.0 x 8.0 x 1.0 inches"
"343",,"0","51653-76-04","Everstart 14-Gauge 20 Red Primary Wire","Generic","9.75 x 4.0 x 1.5 inches"
"344","0.64","14.94","5980","Avery 750pk High-Visibility Laser Labels Pastel Blue","Avery",
"345","0.7","29","MC359LL/A","Apple iPad 10W USB Power Adapter","Apple","5.3 x 5.3 x 1.8 inches"
"346","0.2","6.07","F3U138-06","Belkin Pro Series 6 USB 2.0 5-Pin Min-B Cable","Belkin","10.0 x 5.0 x 1.1 inches"
"347","9.78","214.86","HDC211","Clover True Day Night Vari-Focal Color Dome Camera","Clover Electronics","10.0 x 8.0 x 6.0 inches"
"348","0.5","8.84","EPCLP/2GB-2.0","EP 2GB USB 2.0 Capless Wave Flash Drive Pink","EP Memory","3.25 x 0.75 x 0.25 inches"
"349","8","319","40812GU","Lenovo Black IdeaCentre Q150 Mini Desktop PC with Intel Atom D510 Processor 250GB Hard Drive and Windows 7 Home Premium Monitor Not Included","Lenovo","14.9 x 8.1 x 4.8 inches"
"350","13.4","478","AS7551-7422","Acer Black 17.3  AS7551-7422 Laptop PC with AMD Phenom II X4 Quad-Core N970 Processor and Windows 7 Home Premium","Acer","19.6 x 13.9 x 4.8 inches"
"351","3.25","498","A500-10S32u","Acer Iconia Tab with Wi-Fi 10.1  Touchscreen Tablet PC Featuring Android 3.0 Honeycomb Operating System Aluminum Metallic - 32GB","Acer","12.0 x 8.4 x 2.4 inches"
"352","0.954","8.27","20328","Aurora Products Elements Eco-Friendly Round Ring Binder",,
"353","0.33","19.88","910002537","Logitech Wireless Mouse M315 Silver","Logitech","8.7 x 5.83 x 3.58 inches"
"354","1.5","7.47","17351","Avery 3  Durable View Binder with EZ-Turn Ring Black","Avery","12.06 x 11.63 x 3.43 inches"
"355","1.5","37.88","IHP605BLK","jWIN Mega Bass Pro Headphones","JWin","8.9 x 8.1 x 3.4 inches"
"356","0.2","20.84","T008201","Epson T008201 Color Ink Cartridge for Stylus Color 780 870 875DC 875DCS and 890","Epson","4.06 x 3.9 x 1.34 inches"
"357","2.7","65.84","GT701C","Actiontec Modem for Verizon DSL","ActionTec","10.8 x 8.0 x 4.0 inches"
"358",,"2",,"BIC Round Stic Ball Pen Blue 1-Dozen 2-Pack",,
"359","1.8","24.88","BBBOLD112","Arkon BBBOLD112 Deluxe Non-Skid Weighted Dashboard Mount with Safety Hook For BlackBerry Bold 9900","Arkon","16.0 x 7.2 x 1.575 inches"
"360","0.05","16.88","FPTAG","Scosche FPTAG Anti-Glare Screen Protectors for iPod touch 2pk","Scosche","6.8 x 3.8 x 1.8 inches"
"361","1.498","9.24",,"Five Star 3-subject College Rule Notebook 2 pack",,
"362","1.64","110.84","108R00602","Xerox 108R00602 Maintenance Kit","XEROX","14.5 x 3.0 x 3.0 inches"
"363",,"26.99","MSU045","North Carolina Tar Heels Pro Grip Mouse","Team Pro Mark",
"364","0.86","32.27","ACL200","Sony Portable Handycam AC Adaptor","Sony","9.0 x 6.0 x 3.0 inches"
"365","17","86.6","SC-M7011","Mustang 70 x 70 Manual Screen in Matte White","Mustang",
"366","0.25","39.98","PE222031","Edge 16GB ProShot 133x CF Memory Card","Edge Tech","9.0 x 6.0 x 3.0 inches"
"367","36","624.25","136007","Draper Matte White Salara Plug and Play Electric Screen - NTSC 7 diagonal","Draper",
"368","87","1505.95","104175","Draper High Contrast Grey Access Series E Electric Screen  - AV Format 72 x 96","Draper",
"369","124","2865","118207","Draper M2500 Ultimate Access Series V Electric Screen  - AV Format 70 x 70","Draper",
"370","0.15","39.88","EYEFI4CN","Eye-Fi Connect X2 4GB Wireless SD Memory Card","Eye-Fi","6.8 x 5.4 x 0.6 inches"
"371","1","39.99","AVPH8","Midland GMRS Radio Action Throat Microphone Headset","Midland","8.5 x 7.1 x 1.1 inches"
"372","1","119.98","V2ABS-500","CMS Products V2ABS-500 ABS Hard Drive","CMS Products","7.69 x 7.19 x 4.19 inches"
"373","3","43","CL-SP2-13","Antenna Classic Laptop Sleeve in Suede","Antenna","12.78 x 8.92 x 1.08 inches"
"374",,"0","6740","Avery Mailing Seals 200ct White","Avery","5.4 x 1.0 x 1.0 inches"
"375","0.5","99.99","NA15005","Griffin Technology RoadTrip Hands-free","Griffin Technology","7.5 x 7.4 x 2.3 inches"
"376","3.06","89","PH3100U-1E3S","Toshiba PH3100U-1E3S 1TB USB 3.0 Desktop Hard Drive","Toshiba","9.3 x 8.1 x 3.8 inches"
"377","0.45","6.47","11370","Avery Table of Contents Legal Dividers 1-25","Avery","11.0 x 9.0 x 0.25 inches"
"378","0.7","61.88","631012","Maxell 631012 Blu-ray Disc 15 pk","Maxell","5.5 x 5.5 x 1.75 inches"
"379","0.249","37.77","XR18X2S","Casio Tape Cassettes for KL Label Makers 18mm x 26 2pk Black on Clear","Casio",
"380","0.6","46.77","54187","Cables To Go 2m VGA Video Cable Adapter","Cables To Go","8.5 x 4.75 x 0.5 inches"
"381","1.387","22.94","8L810","Rediform Money Receipt Book 300 Sets Book",,
"382",,"100",,"Casio Exilim EX-ZS5 14.1MP Digital Camera Silver w 5x Optical Zoom 2.7  LCD Display","Casio",
"383","0.45","26.88","N27118P","DICOTA PadGuard Tablet PC Case Black","DICOTA","14.0 x 8.1 x 0.1 inches"
"384","9.46","468","ET1611PUT-B001E","ASUS ET1611PUT-B001E 15.6  Windows 7 Home Premium","Asus","16.04 x 13.37 x 1.67 inches"
"385","0.058","19.88","SHE2675BP/28","Philips Pop Color Headset Pink","Philips","6.7 x 2.0 x 1.25 inches"
"386","5.83","229","19SLV411","Toshiba 19  ultra slim 19SLV411U","Toshiba","18.51 x 11.96 x 2.56 inches"
"387","0.7","68.99","01GP31521KR","EVGA 1GB GeForce GT 520 DDR3 Graphics Card","EVGA","11.3 x 7.7 x 1.6 inches"
"388","21.5","369.99","FEL3373001","Fellowes B-121C Shredder","Fellowes","22.25 x 13.81 x 10.25 inches"
"389","0.15","59.84","NB-2LH Battery","Canon Rechargeable Battery NB-2LH","Canon",
"390","0.1","52.88","SDMSPDH008GA11","SanDisk UltraII 8GB Memory Stick PRO Duo","SanDisk","6.1 x 4.7 x 0.7 inches"
"391",,"0","E92BP-6R","Energizer Max AAA 6pk","Energizer","4.5 x 3.0 x 0.87 inches"
